timestamp,price,quantity,side,venue,symbol,snapshot_id
2026-03-29T20:19:14.872565+00:00,66575.9,0.13093,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66575.5,0.03004,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66575.1,0.09042401,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66575.0,0.0415,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66574.0,0.0415,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66573.3,0.00019278,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66572.7,0.001513,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66571.9,0.1198,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66571.0,0.0415,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66569.9,0.00014181,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66569.1,0.17161802,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66569.0,6.163e-05,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66568.9,0.1417,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66568.5,1.5e-05,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66568.0,0.04544299,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66567.9,0.27615482,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66567.0,0.00325151,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66566.1,0.04272125,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66566.0,0.0415,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66565.8,0.00300619,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66565.0,0.0415,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66564.4,0.06758267,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66563.7,1.514e-05,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66562.4,0.00751534,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66562.3,0.01855479,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66561.8,1.5e-05,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66561.6,0.01217038,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66561.0,0.01308456,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66560.6,0.04512,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66560.0,0.00047676,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66559.9,1e-05,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66558.3,0.05383143,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66558.2,0.2183398,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66557.7,0.0765061,bid,okx,BTC-USDT,0
2026-03-29T20:19:14.872565+00:00,66557.2,0.30065713,bid,okx,BTC-USDT,0
